60,49
60,50
60,51
60,57
60,58
60,59
60,79
60,153
60,200
61,47
61,48
61,49
61,50
61,51
61,53
61,54
61,55
61,56
61,61
61,62
61,75
61,77
61,140
61,142
61,143
61,149
61,150
61,152
61,153
61,157
61,158
61,161
61,171
61,203
61,204
62,48
62,49
62,59
62,60
62,64
62,65
62,66
62,68
62,69
62,71
62,73
62,74
62,77
62,78
62,80
62,140
62,141
62,146
62,147
62,148
62,149
62,151
62,157
62,161
62,162
62,174
62,192
62,193
62,201
62,202
62,204
63,45
63,51
63,62
63,63
63,64
63,73
63,74
63,75
63,78
63,118
63,119
63,120
63,121
63,122
63,127
63,128
63,129
63,130
63,131
63,139
63,141
63,142
63,151
63,157
63,161
63,162
63,176
63,191
63,193
63,199
63,201
63,203
64,48
64,50
64,51
64,53
64,54
64,68
64,69
64,77
64,117
64,131
64,132
64,134
64,136
64,137
64,138
64,140
64,161
64,162
64,176
64,190
64,199
64,201
64,204
64,207
65,49
65,53
65,55
65,77
65,110
65,111
65,112
65,113
65,116
65,140
65,149
65,157
65,161
65,176
65,188
65,189
65,190
65,199
65,201
65,205
65,208
66,55
66,76
66,110
66,111
66,115
66,116
66,140
66,150
66,157
66,158
66,176
66,206
66,207
66,210
67,50
67,52
67,57
67,58
67,59
67,75
67,77
67,79
67,110
67,111
67,114
67,140
67,152
67,174
67,176
67,200
67,208
67,212
67,213
68,50
68,53
68,60
68,74
68,76
68,79
68,110
68,111
68,112
68,113
68,135
68,139
68,140
68,142
68,151
68,152
68,153
68,156
68,157
68,174
68,176
68,198
68,200
68,209
68,210
68,214
68,215
68,216
69,50
69,52
69,53
69,71
69,72
69,74
69,75
69,77
69,110
69,113
69,123
69,136
69,138
69,139
69,142
69,151
69,153
69,156
69,174
69,198
69,200
69,212
69,213
69,217
70,52
70,66
70,68
70,69
70,70
70,72
70,73
70,79
70,110
70,113
70,116
70,118
70,119
70,120
70,121
70,123
70,138
70,141
70,175
70,198
70,214
70,215
70,219
71,49
71,50
71,54
71,76
71,109
71,110
71,115
71,117
71,118
71,120
71,121
71,123
71,139
71,140
71,142
71,154
71,173
71,175
71,199
71,216
71,217
71,221
72,49
72,52
72,54
72,55
72,77
72,109
72,113
72,114
72,115
72,116
72,119
72,121
72,123
72,124
72,141
72,143
72,151
72,152
72,174
72,197
72,199
72,219
73,51
73,55
73,75
73,76
73,77
73,109
73,112
73,113
73,114
73,116
73,117
73,118
73,121
73,123
73,124
73,142
73,144
73,151
73,153
73,171
73,197
73,199
73,220
73,224
74,50
74,51
74,52
74,53
74,56
74,57
74,74
74,75
74,77
74,78
74,109
74,113
74,114
74,115
74,116
74,118
74,119
74,122
74,144
74,145
74,173
74,198
74,222
75,50
75,54
75,58
75,73
75,74
75,75
75,79
75,108
75,109
75,112
75,113
75,114
75,115
75,117
75,122
75,124
75,146
75,147
75,153
75,154
75,169
75,172
75,196
75,198
75,223
75,225
76,51
76,52
76,55
76,72
76,73
76,78
76,108
76,109
76,112
76,114
76,115
76,117
76,119
76,121
76,122
76,124
76,148
76,168
76,171
76,196
76,226
77,51
77,53
77,55
77,56
77,71
77,72
77,76
77,77
77,79
77,80
77,108
77,109
77,114
77,115
77,116
77,117
77,119
77,120
77,121
77,122
77,169
77,195
77,197
77,223
77,224
77,226
78,52
78,57
78,70
78,71
78,80
78,112
78,114
78,115
78,116
78,118
78,121
78,165
78,168
78,195
78,222
78,226
79,53
79,54
79,75
79,76
79,111
79,112
79,114
79,115
79,118
79,120
79,121
79,123
79,164
79,166
79,167
79,196
79,219
79,220
79,225
80,53
80,74
80,80
80,107
80,111
80,114
80,115
80,117
80,118
80,119
80,120
80,163
80,164
80,165
80,167
80,194
80,196
80,218
80,222
81,53
81,55
81,57
81,79
81,107
81,108
81,111
81,112
81,114
81,115
81,117
81,118
81,162
81,163
81,165
81,195
81,216
81,220
82,55
82,56
82,57
82,79
82,107
82,108
82,110
82,117
82,120
82,122
82,146
82,147
82,148
82,152
82,153
82,154
82,164
82,193
82,195
82,215
82,218
83,54
83,58
83,59
83,60
83,61
83,62
83,79
83,107
83,108
83,111
83,115
83,116
83,119
83,120
83,123
83,141
83,142
83,145
83,146
83,147
83,148
83,149
83,150
83,163
83,165
83,192
83,194
83,214
83,217
84,54
84,56
84,81
84,108
84,111
84,122
84,139
84,140
84,142
84,143
84,192
84,212
85,55
85,57
85,78
85,79
85,80
85,82
85,107
85,108
85,111
85,116
85,117
85,119
85,122
85,138
85,140
85,162
85,164
85,191
85,193
85,211
85,214
86,56
86,58
86,78
86,79
86,81
86,82
86,107
86,110
86,111
86,117
86,137
86,138
86,161
86,163
86,210
86,213
87,57
87,59
87,77
87,78
87,79
87,110
87,111
87,136
87,160
87,190
87,192
87,208
87,212
88,58
88,61
88,62
88,63
88,66
88,67
88,78
88,79
88,83
88,108
88,109
88,111
88,118
88,159
88,161
88,166
88,167
88,168
88,169
88,170
88,171
88,172
88,173
88,174
88,175
88,176
88,177
88,178
88,179
88,180
88,182
88,189
88,191
88,207
88,210
89,58
89,62
89,63
89,64
89,65
89,66
89,84
89,108
89,110
89,111
89,158
89,161
89,162
89,185
89,186
89,187
89,190
89,205
89,209
90,60
90,84
90,109
90,110
90,111
90,157
90,162
90,163
90,164
90,165
90,166
90,168
90,169
90,170
90,171
90,172
90,173
90,174
90,175
90,176
90,177
90,178
90,179
90,204
90,207
91,59
91,62
91,71
91,83
91,110
91,142
91,147
91,155
91,158
91,181
91,183
91,184
91,185
91,186
91,187
91,202
91,206
92,64
92,66
